,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue id,Venue Latitude,Venue Longitude,Venue Category,likes
248,Financial District,37.795780000000036,-122.40047999999996,Hunan Home's Restaurant,4a47ee99f964a52053aa1fe3,37.79619251319602,-122.40558075645325,Chinese Restaurant,276
250,Tenderloin,37.78513000000004,-122.41450999999995,Sanraku,4a4acc3af964a52033ac1fe3,37.78877046964189,-122.41206745413582,Japanese Restaurant,410
252,South Beach,37.78630000000004,-122.39268999999996,Town Hall,4a4d0faaf964a52080ad1fe3,37.78943505121421,-122.39501292131817,American Restaurant,303
255,West Portal,37.739900000000034,-122.46748999999994,Mozzarella di Bufala,4a4d27d0f964a5209aad1fe3,37.7399885325088,-122.46653686048079,Brazilian Restaurant,44
256,Japantown,37.785420000000045,-122.42971999999997,Florio,4a516a11f964a52006b11fe3,37.78749587366603,-122.43362202570236,Italian Restaurant,54
259,Financial District South,37.795780000000036,-122.40047999999996,Yo Yo's,4a53b54af964a520a4b21fe3,37.79767960100749,-122.40110996822365,Japanese Restaurant,33
262,Bernal Heights,37.73903000000007,-122.41620999999998,Tacos Los Altos,4a57fd7ef964a52031b71fe3,37.73895157202308,-122.41499929126603,Mexican Restaurant,25
263,Cow Hollow,37.79825000000005,-122.43572999999998,Terzo,4a59485af964a5202cb91fe3,37.79709262453753,-122.43723592097093,Italian Restaurant,116
264,Noe Valley,37.75160000000005,-122.42907999999994,Fresca,4a5a59b5f964a52033ba1fe3,37.751508962333716,-122.43069125608424,Peruvian Restaurant,81
265,Mission Dolores,37.76481000000007,-122.42359999999996,Taqueria el Buen Sabor,4a5a98c5f964a5209fba1fe3,37.76176187868646,-122.42157018792683,Mexican Restaurant,226
267,Little Saigon,37.78426,-122.417724,Sai Jai Thai,4a5e0610f964a520eabd1fe3,37.785106,-122.417399,Thai Restaurant,113
269,Richmond District,37.78066000000007,-122.47088999999994,Ariake Sushi Bar,4a5ea637f964a520f9be1fe3,37.780532256479496,-122.4735794340479,Sushi Restaurant,34
270,Union Square,37.78782000000007,-122.40747999999996,Tropisueño,4a5f8994f964a520d5bf1fe3,37.7853583,-122.40405,Mexican Restaurant,1191
271,Jackson Square,37.79708000000005,-122.39840999999996,La Mar,4a625b58f964a520d6c31fe3,37.797398376022706,-122.39510258312372,Peruvian Restaurant,895
273,Mission Terrace,37.725730000000055,-122.43917999999996,Burger King,4a6393bdf964a5205bc51fe3,37.72171166,-122.4372806,Fast Food Restaurant,9
275,Presidio Heights,37.79028000000005,-122.45165999999995,Spruce,4a64a8f4f964a5206cc61fe3,37.787550895345944,-122.45277727289712,New American Restaurant,353
278,Nob Hill,37.793360000000064,-122.41787,Bamboo Restaurant,4a66a7ddf964a520cac81fe3,37.79016541211118,-122.42067459183998,Chinese Restaurant,26
279,Sunset District,37.753480000000025,-122.49414999999999,S&T Hong Kong Seafood,4a67ca5bf964a5200fca1fe3,37.75370241972955,-122.49127836453927,Dim Sum Restaurant,56
280,Embarcadero,37.79532000000006,-122.39393999999999,Orale Orale Mexican Restaurant,4a68c5b0f964a520fbca1fe3,37.794487,-122.396838,Mexican Restaurant,39
285,West Portal,37.739900000000034,-122.46748999999994,Bursa,4a692042f964a520a5cb1fe3,37.74026659049715,-122.46665033388484,Mediterranean Restaurant,66
286,Mission Terrace,37.725730000000055,-122.43917999999996,Mexico Tipico,4a6b8478f964a520ecce1fe3,37.72501226746621,-122.43447912554541,Mexican Restaurant,11
288,Fisherman's Wharf,37.80655000000007,-122.40624999999994,Hard Rock Cafe San Francisco,4a6b9ea9f964a52063cf1fe3,37.808765,-122.4098099,American Restaurant,700
289,Ingleside Terraces,37.724510000000066,-122.46731999999997,Emmy's Chinese Restaurant,4a6bd303f964a52003d01fe3,37.72547271316392,-122.4628205280536,Chinese Restaurant,7
290,Embarcadero,37.79532000000006,-122.39393999999999,Oasis Grill,4a6f5d0ef964a520fdd51fe3,37.79448295699703,-122.39671156917977,Mediterranean Restaurant,279
295,Presidio Heights,37.79028000000005,-122.45165999999995,Garibaldi's,4a712f71f964a5202cd91fe3,37.788386561967066,-122.44712996863429,American Restaurant,60
297,Parnassus,37.76276000000007,-122.46045999999996,You See Sushi,4a7345b9f964a520fcdb1fe3,37.76239742485084,-122.46270403543832,Sushi Restaurant,20
298,Outer Sunset,37.75302000000005,-122.50379999999996,Toyose,4a73619af964a52050dc1fe3,37.75307688473011,-122.50469313673902,Korean Restaurant,240
299,Lower Pacific Heights,37.78693000000004,-122.43427999999994,Woodhouse Fish Co.,4a73b153f964a52035dd1fe3,37.787487151946856,-122.43352109917046,Seafood Restaurant,326
302,Parkside,37.73894000000007,-122.48389999999995,Taraval Okazu Ya Restaurant,4a750e56f964a5206ae01fe3,37.74263262683155,-122.48491223345114,Sushi Restaurant,33
303,Presidio Heights,37.79028000000005,-122.45165999999995,Rigolo Café,4a7852a8f964a52064e51fe3,37.78653755191392,-122.4511042213611,French Restaurant,45
304,Chinatown,37.795390000000054,-122.40811999999994,Capital Restaurant,4a788bcdf964a520d9e51fe3,37.79414547859496,-122.40712128481466,Chinese Restaurant,54
305,Richmond District,37.78066000000007,-122.47088999999994,Tawan's Thai Food,4a7decacf964a52034f01fe3,37.78085460224743,-122.46663646303793,Thai Restaurant,24
306,Lakeshore,37.729850000000056,-122.49416999999994,YUYU Sushi,4a809dc6f964a520b6f51fe3,37.733054811945415,-122.49070261672016,Sushi Restaurant,6
307,North of Panhandle,37.772550000000024,-122.44583999999998,Jannah,4a8186d0f964a520d2f61fe3,37.77588496769641,-122.44598112171919,Middle Eastern Restaurant,23
308,Bernal Heights,37.73903000000007,-122.41620999999998,Little Nepal,4a862f58f964a520b40020e3,37.73897123189891,-122.41368458026369,Indian Restaurant,41
309,Lake Street,37.785060000000044,-122.46403999999995,Halu,4a865e24f964a520fe0020e3,37.78252610771882,-122.46652782932539,Japanese Restaurant,201
311,Duboce Triangle,37.76932000000005,-122.43145999999996,Warakubune Sushi Restaurant,4a88b5b1f964a520720720e3,37.766000794720576,-122.42882348490592,Sushi Restaurant,88
312,Westwood Park,37.72813000000008,-122.45815999999996,Golden China Restaurant 永華(金華)飯店,4a8a3417f964a520050a20e3,37.72474083047484,-122.45942859830683,Chinese Restaurant,9
313,Richmond District,37.78066000000007,-122.47088999999994,Dragon River Restaurant,4a8a36d1f964a5200c0a20e3,37.780397,-122.47368,Chinese Restaurant,7
314,Financial District South,37.795780000000036,-122.40047999999996,Golden Star Vietnamese Restaurant,4a8b2acff964a520a00b20e3,37.79452637823364,-122.40560257441966,Vietnamese Restaurant,252
317,Parkside,37.73894000000007,-122.48389999999995,Riverside Seafood Restaurant,4a918d27f964a520a81a20e3,37.73904599667219,-122.47982160257273,Dim Sum Restaurant,25
318,Mission Terrace,37.725730000000055,-122.43917999999996,Beijing Restaurant 北京小馆,4a91a3faf964a520171b20e3,37.723599683798,-122.43719187724251,Chinese Restaurant,35
320,Little Saigon,37.78426,-122.417724,Pakwan Indian Restaurant,4a9323a3f964a520ea1e20e3,37.78575156754699,-122.41294508770703,Indian Restaurant,52
323,Saint Francis Wood,37.734650000000045,-122.46802999999994,Fuji,4a944e31f964a520262120e3,37.73795125422459,-122.4690253040103,Sushi Restaurant,35
325,Mid-Market,37.79098449478979,-122.39922052301995,Ayola,4a947cccf964a520c42120e3,37.78717663557209,-122.40022396373897,Greek Restaurant,133
326,Saint Francis Wood,37.734650000000045,-122.46802999999994,Xiao Loong,4a949863f964a520192220e3,37.738419703344725,-122.46872651738926,Chinese Restaurant,14
328,Lone Mountain,37.77791000000008,-122.45261999999997,Thai Cafe - Geary Boulevard,4a9593cef964a520be2320e3,37.78139407088992,-122.45550063410467,Thai Restaurant,15
329,Saint Francis Wood,37.734650000000045,-122.46802999999994,Clay Oven Indian Restaurant,4a95955af964a520c52320e3,37.736739482014684,-122.4703264867101,Indian Restaurant,23
331,Lower Nob Hill,37.78944000000007,-122.41453999999999,Cocobang,4a960947f964a520de2520e3,37.787655411114486,-122.41166941036637,Korean Restaurant,252
333,Lake Street,37.785060000000044,-122.46403999999995,Little Vietnam Cafe,4a999200f964a520202f20e3,37.78263504263651,-122.46444204376238,Vietnamese Restaurant,68
334,Outer Sunset,37.75302000000005,-122.50379999999996,Hong's Kitchen,4a9d838ff964a520633820e3,37.7528701559139,-122.50564686611975,Chinese Restaurant,4
335,Duboce Triangle,37.76932000000005,-122.43145999999996,Casa Mexicana,4aa70d63f964a520df4b20e3,37.768059321531446,-122.42908136675439,Mexican Restaurant,48
336,Jordan Park,37.784650000000056,-122.45664,Pancho's Mexican Grill,4aa81f47f964a520734f20e3,37.781342426906534,-122.45620578706296,Mexican Restaurant,35
338,Nob Hill,37.793360000000064,-122.41787,Venticello,4aaaf29ef964a520395820e3,37.794303393322515,-122.41311910028968,Italian Restaurant,59
340,Nob Hill,37.793360000000064,-122.41787,Crustacean,4aab1080f964a520c65820e3,37.79031489058919,-122.42084672149132,Vietnamese Restaurant,127
341,Fisherman's Wharf,37.80655000000007,-122.40624999999994,Crab House at Pier 39,4aab2426f964a5201d5920e3,37.809361697644135,-122.41044185347539,Seafood Restaurant,341
342,Inner Sunset,37.762110000000064,-122.46885999999995,San Tung Chinese Restaurant 山東小館 (San Tung Chinese Restaurant),4ab0402ff964a520ad6620e3,37.763858689140754,-122.4690140955825,Chinese Restaurant,538
343,North Beach,37.799090000000035,-122.40844999999996,Dim Sum Bistro,4ab29f1ef964a520ad6b20e3,37.79765221441942,-122.40819220532033,Chinese Restaurant,18
346,Noe Valley,37.75160000000005,-122.42907999999994,Lupa Trattoria,4ab7e395f964a520597b20e3,37.75125633871735,-122.43448585803482,Italian Restaurant,72
347,Richmond District,37.78066000000007,-122.47088999999994,Korean Village Wooden Charcoal BBQ House,4ab820faf964a5204d7c20e3,37.78078308646978,-122.46876581088208,Korean Restaurant,47
348,Sunset District,37.753480000000025,-122.49414999999999,Cheung Hing,4abd79c6f964a5208e8a20e3,37.75374966122286,-122.48891064213227,Chinese Restaurant,36
349,Marina District,37.80315000000007,-122.43674999999996,Ristorante Parma,4abed7e5f964a5203b9020e3,37.80003023853594,-122.43770343688263,Italian Restaurant,27
350,Outer Mission,37.71240000000006,-122.44912999999997,Reina's Restaurant,4ac169e0f964a520159720e3,37.712964536734695,-122.44440749235383,Latin American Restaurant,6
351,Balboa Terrace,37.73180000000008,-122.46739999999994,Jitra Thai Cuisine,4ac56904f964a520ebb120e3,37.73147688423678,-122.47294105831214,Thai Restaurant,1
352,Nob Hill,37.793360000000064,-122.41787,Thai Thai Noodle,4ac79df7f964a52081b820e3,37.79096803834082,-122.41744408740047,Thai Restaurant,36
353,Fillmore,37.78415997388794,-122.43316995614289,Out The Door,4ac80a3cf964a52051bb20e3,37.786998352463286,-122.4340120335097,Vietnamese Restaurant,298
356,Financial District,37.795780000000036,-122.40047999999996,Caffè Macaroni,4aca5050f964a52060c120e3,37.79622898232179,-122.40435531759682,Italian Restaurant,64
358,Union Square,37.78782000000007,-122.40747999999996,Amber,4acab395f964a520d8c220e3,37.785967464712556,-122.40456727431445,North Indian Restaurant,487
359,Lakeside,37.724330000000066,-122.47383999999994,Taqueria Girasol,4acb90adf964a52057c420e3,37.722120952344994,-122.4787734278774,Mexican Restaurant,4
360,Chinatown,37.795390000000054,-122.40811999999994,Kam Po Kitchen,4ad8eb0bf964a520f71521e3,37.797224,-122.410296,Chinese Restaurant,40
362,Outer Mission,37.71240000000006,-122.44912999999997,Patio Español,4ada65fdf964a520442221e3,37.71270312682379,-122.45188433378084,Spanish Restaurant,16
363,Sunset District,37.753480000000025,-122.49414999999999,Quan Ngon Vietnamese Noodle House,4adbc834f964a5209c2a21e3,37.75362370499304,-122.4905493004206,Vietnamese Restaurant,46
364,Mission Dolores,37.76481000000007,-122.42359999999996,Limón Rotisserie,4adc91adf964a520572d21e3,37.764431,-122.421989,Peruvian Restaurant,494
365,Sunset District,37.753480000000025,-122.49414999999999,Ming Tai Wun Tun Noodle,4ae02b3ff964a520487e21e3,37.753544250616294,-122.49021938298382,Chinese Restaurant,12
366,North Beach,37.799090000000035,-122.40844999999996,Good Mong Kok Bakery,4ae332f8f964a520959121e3,37.795458712845154,-122.40818052928776,Dim Sum Restaurant,266
368,Bernal Heights,37.73903000000007,-122.41620999999998,VinoRosso,4ae4ff0cf964a520f49f21e3,37.73901245660888,-122.41534272358848,Italian Restaurant,45
369,Polk Gulch,37.77970830920334,-122.41848101246387,Phở 2000,4ae65f18f964a520bda621e3,37.78389589839736,-122.41778706363343,Vietnamese Restaurant,166
370,North Beach,37.799090000000035,-122.40844999999996,Sotto Mare Oysteria and Seafood Restaurant,4aebaaccf964a52042c421e3,37.799624753044924,-122.40835693948438,Seafood Restaurant,421
373,Embarcadero,37.79532000000006,-122.39393999999999,Ozumo,4aebd409f964a520e9c421e3,37.7926439,-122.3922179,Japanese Restaurant,446
374,Mission Dolores,37.76481000000007,-122.42359999999996,Delfina,4af303e1f964a520cee921e3,37.76152767594501,-122.42427237470002,Italian Restaurant,366
375,Parkside,37.73894000000007,-122.48389999999995,T28 Bakery and Cafe,4af9013ff964a520cf1022e3,37.74255955704313,-122.48528384519466,Chinese Restaurant,9
376,Fisherman's Wharf,37.80655000000007,-122.40624999999994,Chowders,4aff1091f964a520b53322e3,37.809092261940044,-122.41005903126526,Seafood Restaurant,99
377,Cayuga Terrace,37.72300506949941,-122.43918145516166,Hawaiian Drive Inn #28,4aff274cf964a5200b3522e3,37.72114068878443,-122.43738942911332,Restaurant,13
378,Westwood Park,37.72813000000008,-122.45815999999996,Taqueria El Jalapeño,4aff4744f964a520d53622e3,37.72425050639076,-122.45715022988013,Mexican Restaurant,7
380,Japantown,37.785420000000045,-122.42971999999997,Dosa,4aff8b4af964a520663922e3,37.785312982088094,-122.43285890464635,Indian Restaurant,561
384,Westwood Highlands,37.73318000000006,-122.45449999999994,K's Kitchen,4b039d7af964a520e74f22e3,37.731470220252476,-122.4523781625996,Sushi Restaurant,22
386,Parkside,37.73894000000007,-122.48389999999995,Just Won Ton,4b04b453f964a520385622e3,37.738953,-122.480425,Chinese Restaurant,14
387,Jordan Park,37.784650000000056,-122.45664,Picnix,4b05c113f964a5207ce222e3,37.787102074927084,-122.45637327432632,American Restaurant,8
389,Telegraph Hill,37.80175000000003,-122.40639999999996,The House,4b0a2fe5f964a520492223e3,37.79843404606063,-122.40718731925823,Asian Restaurant,344
392,Lower Nob Hill,37.78944000000007,-122.41453999999999,L'ottavo Ristorante,4b11f354f964a520648723e3,37.78895006362137,-122.41175317877553,Italian Restaurant,23
393,Bayview,37.73345000000006,-122.38997999999998,Las Isletas,4b130e19f964a520709323e3,37.73707171666667,-122.390221,Latin American Restaurant,4
394,Westwood Park,37.72813000000008,-122.45815999999996,Jojo's Cafe 茶餐廳,4b1d5ebcf964a5207a0f24e3,37.724362493737296,-122.45892593406104,Asian Restaurant,12
395,Cayuga Terrace,37.72300506949941,-122.43918145516166,Taqueria Guadalajara,4b244110f964a520c76424e3,37.7212324569519,-122.43763599260711,Mexican Restaurant,82
396,Telegraph Hill,37.80175000000003,-122.40639999999996,Baonecci Ristorante,4b24598cf964a5204a6624e3,37.79969698045158,-122.4077831292636,Italian Restaurant,93
399,North Beach,37.799090000000035,-122.40844999999996,Don Pisto's,4b2956f6f964a5202e9d24e3,37.800647273904026,-122.40794639602059,Mexican Restaurant,378
401,Mission District,37.759930000000054,-122.41807999999997,La Oaxaqueña Bakery & Restaurant,4b2c4865f964a5202cc524e3,37.76296775573788,-122.41955815011012,Mexican Restaurant,61
403,Bernal Heights,37.73903000000007,-122.41620999999998,Vega,4b2edd7df964a520a2e724e3,37.7391742135669,-122.41743951497574,Italian Restaurant,64
404,Financial District South,37.795780000000036,-122.40047999999996,Enjoy Vegetarian Restaurant,4b391baef964a520605625e3,37.79583330118931,-122.40509327113475,Vegetarian / Vegan Restaurant,88
406,Lakeside,37.724330000000066,-122.47383999999994,Tokyo Express,4b3a6303f964a520246625e3,37.72782486735322,-122.47678254485152,Japanese Restaurant,17
407,Cayuga Terrace,37.72300506949941,-122.43918145516166,La Taqueria Menudo,4b3af79cf964a5200a7025e3,37.724785539207716,-122.43467931311162,Mexican Restaurant,7
410,Cayuga Terrace,37.72300506949941,-122.43918145516166,Super Star Restaurant,4b3d2bc9f964a520808f25e3,37.719681231383234,-122.43859760247562,Filipino Restaurant,12
411,Sea Cliff,37.78626000000003,-122.48517999999996,India Clay Oven,4b4037e0f964a520efb625e3,37.782139112271736,-122.48556292180825,Indian Restaurant,11
412,Tenderloin,37.78513000000004,-122.41450999999995,Taqueria Castillo B,4b467d19f964a520742226e3,37.78092401408755,-122.41335251406124,Mexican Restaurant,25
413,Belden Place,37.7912745,-122.40378675000001,Barbacco,4b47a128f964a520203826e3,37.79321106834001,-122.399090115992,Italian Restaurant,206
414,Mission District,37.759930000000054,-122.41807999999997,Gracias Madre,4b4955ccf964a520b86d26e3,37.761484,-122.419144,Mexican Restaurant,764
415,Parkside,37.73894000000007,-122.48389999999995,King of Thai Noodle,4b53f6f0f964a520a3af27e3,37.74260430340167,-122.48284771136154,Thai Restaurant,38
416,Lone Mountain,37.77791000000008,-122.45261999999997,Twilight Cafe,4b57719af964a520c43728e3,37.77572073222459,-122.45500582918723,Middle Eastern Restaurant,10
417,Ingleside,37.723020000000076,-122.45214999999996,The Lunchbox,4b609d00f964a52048f029e3,37.72568375429938,-122.44973992384415,American Restaurant,5
418,Bayview,37.73345000000006,-122.38997999999998,Auntie April's Chicken & Waffles,4b6c92d4f964a52015442ce3,37.73611508884312,-122.39046651543963,Southern / Soul Food Restaurant,35
419,Inner Sunset,37.762110000000064,-122.46885999999995,Izakaya Sozai,4b6cdf81f964a520ba5a2ce3,37.76375789663464,-122.47406176406999,Japanese Restaurant,426
420,Ashbury Heights,37.76467000000008,-122.44586999999996,cookwithjames,4b6cec46f964a5201a5e2ce3,37.767981,-122.44513400000001,Italian Restaurant,2
422,Polk Gulch,37.77970830920334,-122.41848101246387,Zen Yai Thai,4b6cfef3f964a52024622ce3,37.78416117171062,-122.41909451046384,Thai Restaurant,142
424,China Basin,37.77609000000007,-122.39374999999995,Marlowe,4b71ed7af964a520b3642de3,37.778288844375226,-122.39668464082726,New American Restaurant,985
427,Little Saigon,37.78426,-122.417724,Golden Kim Tar Restaurant,4b787e79f964a5201bd22ee3,37.78192531938754,-122.41735059706794,Chinese Restaurant,12
428,Parkside,37.73894000000007,-122.48389999999995,Dumpling Kitchen,4b78acfdf964a52063dd2ee3,37.74249006365133,-122.48705915184706,Dumpling Restaurant,213
429,Westwood Park,37.72813000000008,-122.45815999999996,Lucky Ocean Cafe,4b7c47dbf964a52061892fe3,37.72427850937056,-122.45817215659676,Vietnamese Restaurant,2
430,Sunset District,37.753480000000025,-122.49414999999999,Mongkok Dim Sum,4b807d22f964a520027730e3,37.75375798966944,-122.49004604482275,Dim Sum Restaurant,8
431,Cole Valley,37.76532000000003,-122.44986999999998,Ploy II Thai Cuisine,4b89f389f964a520425832e3,37.76951420864688,-122.45139977574978,Thai Restaurant,71
433,Bayview,37.73345000000006,-122.38997999999998,Frisco Fried,4b944e5df964a520d77334e3,37.73106424697719,-122.39208914289362,Southern / Soul Food Restaurant,24
434,Islais Creek,37.747430000000065,-122.38774999999998,Mariposa Cafeteria,4b98a031f964a5204c4935e3,37.751690283641416,-122.3884076342015,Asian Restaurant,7
435,Sunset District,37.753480000000025,-122.49414999999999,Oriental Seafood Restaurant,4b9a1de6f964a520a29f35e3,37.75374105334509,-122.49083694239613,Chinese Restaurant,9
436,Embarcadero,37.79532000000006,-122.39393999999999,Mariposa Baking Co.,4b9c0408f964a520124136e3,37.795123226096166,-122.39314018757746,Gluten-free Restaurant,78
437,Duboce Triangle,37.76932000000005,-122.43145999999996,Two Jacks Seafood,4ba13eabf964a5207ea537e3,37.772308634990516,-122.42897636911994,Southern / Soul Food Restaurant,11
438,Nob Hill,37.793360000000064,-122.41787,Dunya,4bb6e903941ad13a582620e3,37.79172317597922,-122.4209410670562,Mediterranean Restaurant,133
439,Fisherman's Wharf,37.80655000000007,-122.40624999999994,Fog Harbor Fish House,4bb78e967421a59307a6c040,37.808903545091106,-122.41037933382874,Seafood Restaurant,526
440,Sea Cliff,37.78626000000003,-122.48517999999996,Patpong Thai,4bb7a2ed7421a59330cbc040,37.78197982319969,-122.48522947897378,Thai Restaurant,6
441,China Basin,37.77609000000007,-122.39374999999995,Monkey To Go,4bbcdc2af57ba5931658adb9,37.77972843707615,-122.39472362920695,Thai Restaurant,6
443,Laguna Honda,37.750999922797234,-122.46122578186481,Sushi Shoh,4bbeb34230c99c74243e5411,37.74728553852345,-122.45945401103356,Japanese Restaurant,7
445,Haight-Ashbury,37.769930000000045,-122.44691999999998,Parada 22,4bc3a2f974a9a5931edad4f6,37.769290553430665,-122.45211083196926,Caribbean Restaurant,273
447,West Portal,37.739900000000034,-122.46748999999994,New Tsing Tao,4bccd3e4937ca593f6d7ab92,37.74075798012578,-122.46543279881652,Chinese Restaurant,13
448,Sunset District,37.753480000000025,-122.49414999999999,Tak Kee Lee,4bd38485a8b3a593483a6a5f,37.753568899541406,-122.48998286093243,Chinese Restaurant,9
449,Mission Dolores,37.76481000000007,-122.42359999999996,Pica Pica Arepa Kitchen,4bd9c88767b49c74d89d2214,37.766487,-122.421949,Arepa Restaurant,334
450,Ingleside,37.723020000000076,-122.45214999999996,La Parilla,4bdf80d3ffdec9287e5deca1,37.72347399577901,-122.45485964140418,Mexican Restaurant,1
451,Mission District,37.759930000000054,-122.41807999999997,Heirloom Café,4be39634b02ec9b68f0f50c0,37.75727972347313,-122.41467643340863,New American Restaurant,263
452,Dogpatch,37.75946000000005,-122.39035999999999,Poco Dolce,4be4aa8acf200f479f51123c,37.758943636824014,-122.38823955598652,Restaurant,4
453,West Portal,37.739900000000034,-122.46748999999994,Spiazzo Ristorante,4be72d932457a593b8a6ad15,37.74049906835031,-122.46611414213069,Italian Restaurant,35
454,South Park,37.78145000000006,-122.39385999999996,Gilroy Garlic Fries,4beb72cd415e20a1556de6bb,37.778840671430665,-122.38971665025038,Fast Food Restaurant,8
457,Cayuga Terrace,37.72300506949941,-122.43918145516166,Los Planes De Renderos,4bf04c36c8d920a103b39430,37.7229538474373,-122.4356278179992,Latin American Restaurant,5
460,Bayview,37.73345000000006,-122.38997999999998,Peking Wok Restaurant,4bf1ef82a09076b021f429d4,37.733792,-122.391341,Chinese Restaurant,2
461,Financial District,37.795780000000036,-122.40047999999996,Z & Y Restaurant,4bf20c757077952137a63e7c,37.79611214947366,-122.40607799181394,Szechuan Restaurant,458
463,Lake Street,37.785060000000044,-122.46403999999995,B★Star Cafe,4c0095c6379020a128d1467f,37.78307579704211,-122.46068957365013,Burmese Restaurant,373
465,Sea Cliff,37.78626000000003,-122.48517999999996,Sakura Sushi,4c02d66539d476b074432fa7,37.782226,-122.485776,Sushi Restaurant,1
466,Belden Place,37.7912745,-122.40378675000001,Wayfare Tavern,4c05a764191f20a11473e314,37.793903,-122.402272,New American Restaurant,823
471,South Beach,37.78630000000004,-122.39268999999996,Prospect,4c09054ca1b32d7fb1e296f0,37.789823,-122.391007,New American Restaurant,302
473,Lower Nob Hill,37.78944000000007,-122.41453999999999,Sons & Daughters,4c09b60c340720a11f5b8593,37.790104287604734,-122.40910803419737,American Restaurant,107
476,Hayes Valley,37.77428000000003,-122.42832999999996,Sushi Zone,4c1f9a12b306c92885ad68b7,37.77136043175423,-122.42401374605143,Sushi Restaurant,142
477,Noe Valley,37.75160000000005,-122.42907999999994,The Little Chihuahua,4c21afbe34faef3b6f79586d,37.751221384508725,-122.43463813052745,Mexican Restaurant,182
478,Oceanview,37.71446000000003,-122.45904999999999,Crepe & Curry,4c3e2d870e0d0f470030157f,37.711442224300484,-122.45565024501306,Thai Restaurant,0
479,Mission Terrace,37.725730000000055,-122.43917999999996,Sweet Delight Bakery,4c534615f5f3d13a995c35f8,37.726203000000005,-122.43398400000001,Chinese Restaurant,6
480,Eureka Valley,37.75750082266322,-122.43794033500338,Takara Sushi,4c57a560d12a20a1755567bd,37.760811071494274,-122.43677362263676,Japanese Restaurant,54
483,Parkside,37.73894000000007,-122.48389999999995,8 Immortals Restaurant,4c709e86d274b60c9075da0d,37.742713108155854,-122.48171998903918,Chinese Restaurant,7
484,South Park,37.78145000000006,-122.39385999999996,Twenty Five Lusk,4c72eddd0e23b1f784201fdc,37.77835953523223,-122.39432598705707,New American Restaurant,425
485,Mid-Market,37.79098449478979,-122.39922052301995,Michael Mina,4cae131abf70236aa86305f9,37.7934609,-122.3996416,American Restaurant,182
490,Jackson Square,37.79708000000005,-122.39840999999996,Cotogna,4cd0a38e5b5ca35de6317df0,37.797345664268256,-122.40362430843288,Italian Restaurant,673
